"","precinct","DEM","DEM_AbsenteebyMail","DEM_AdvanceinPerson","DEM_ElectionDay","DEM_Provisional","JonOssoff","JonOssoff_AbsenteebyMail","JonOssoff_AdvanceinPerson","JonOssoff_ElectionDay","JonOssoff_Provisional","KarenHandel","KarenHandel_AbsenteebyMail","KarenHandel_AdvanceinPerson","KarenHandel_ElectionDay","KarenHandel_Provisional","REP","REP_AbsenteebyMail","REP_AdvanceinPerson","REP_ElectionDay","REP_Provisional","ballotsCast","totalVoters","COUNTY","PRECINCTS","IDRV","DRV","BC_TV","IDRV_BC","IDRV_TV","DRV_BC","DRV_TV","DEM_IDRV","DEM_DRV","DEM_BC","DEM_TV","REP_IDRV","REP_DRV","REP_BC","REP_TV","DPW","RPW","IPW"
"17","Fullers Park 01",856,190,222,444,0,856,190,222,444,0,1148,106,252,790,0,1148,106,252,790,0,2007,3105,"Cobb",1,2004,2004,64.6376811594203,99.8505231689088,64.5410628019324,99.8505231689088,64.5410628019324,42.7145708582834,42.7145708582834,42.6507224713503,27.5684380032206,57.2854291417166,57.2854291417166,57.1998006975585,36.9726247987118,0,1,0
"18","Garrison Mill 01",693,133,129,431,0,693,133,129,431,0,973,72,154,747,0,973,72,154,747,0,1667,2510,"Cobb",1,1666,1666,66.4143426294821,99.9400119976005,66.3745019920319,99.9400119976005,66.3745019920319,41.5966386554622,41.5966386554622,41.5716856628674,27.609561752988,58.4033613445378,58.4033613445378,58.3683263347331,38.7649402390438,0,1,0
"19","Gritters 01",822,125,156,541,0,822,125,156,541,0,1139,115,227,797,0,1139,115,227,797,0,1961,3564,"Cobb",1,1961,1961,55.0224466891134,100,55.0224466891134,100,55.0224466891134,41.9173890872004,41.9173890872004,41.9173890872004,23.0639730639731,58.0826109127996,58.0826109127996,58.0826109127996,31.9584736251403,0,1,0
"20","Hightower 01",987,231,211,545,0,987,231,211,545,0,1531,152,312,1067,0,1531,152,312,1067,0,2519,3848,"Cobb",1,2518,2518,65.462577962578,99.9603017070266,65.4365904365904,99.9603017070266,65.4365904365904,39.1977760127085,39.1977760127085,39.1822151647479,25.6496881496881,60.8022239872915,60.8022239872915,60.7780865422787,39.7869022869023,0,1,0
"21","Kell 01",428,67,63,298,0,428,67,63,298,0,603,74,91,438,0,603,74,91,438,0,1031,1811,"Cobb",1,1031,1031,56.9298729983435,100,56.9298729983435,100,56.9298729983435,41.5130940834142,41.5130940834142,41.5130940834142,23.6333517393705,58.4869059165858,58.4869059165858,58.4869059165858,33.2965212589729,0,1,0
"22","Lassiter 01",727,88,159,480,0,727,88,159,480,0,1311,118,242,951,0,1311,118,242,951,0,2039,3328,"Cobb",1,2038,2038,61.2680288461538,99.9509563511525,61.2379807692308,99.9509563511525,61.2379807692308,35.6722276741904,35.6722276741904,35.6547327121138,21.8449519230769,64.3277723258096,64.3277723258096,64.2962236390387,39.3930288461538,0,1,0
"23","Mabry 01",345,54,62,229,0,345,54,62,229,0,724,53,124,547,0,724,53,124,547,0,1069,1573,"Cobb",1,1069,1069,67.9593134138589,100,67.9593134138589,100,67.9593134138589,32.2731524789523,32.2731524789523,32.2731524789523,21.9326128417038,67.7268475210477,67.7268475210477,67.7268475210477,46.0267005721551,0,1,0
"24","Marietta 5A",155,18,53,84,0,155,18,53,84,0,31,4,11,16,0,31,4,11,16,0,186,838,"Cobb",1,186,186,22.1957040572792,100,22.1957040572792,100,22.1957040572792,83.3333333333333,83.3333333333333,83.3333333333333,18.4964200477327,16.6666666666667,16.6666666666667,16.6666666666667,3.69928400954654,1,0,0
"25","Marietta 6A",183,32,51,100,0,183,32,51,100,0,80,10,31,39,0,80,10,31,39,0,263,766,"Cobb",1,263,263,34.3342036553525,100,34.3342036553525,100,34.3342036553525,69.5817490494297,69.5817490494297,69.5817490494297,23.8903394255875,30.4182509505703,30.4182509505703,30.4182509505703,10.443864229765,1,0,0
"26","Marietta 6B",768,153,206,409,0,768,153,206,409,0,704,59,177,468,0,704,59,177,468,0,1473,2492,"Cobb",1,1472,1472,59.1091492776886,99.9321113374067,59.0690208667737,99.9321113374067,59.0690208667737,52.1739130434783,52.1739130434783,52.1384928716904,30.8186195826645,47.8260869565217,47.8260869565217,47.7936184657162,28.2504012841091,1,0,0
"27","Marietta 7A",132,31,37,64,0,132,31,37,64,0,82,15,27,40,0,82,15,27,40,0,214,581,"Cobb",1,214,214,36.8330464716007,100,36.8330464716007,100,36.8330464716007,61.6822429906542,61.6822429906542,61.6822429906542,22.7194492254733,38.3177570093458,38.3177570093458,38.3177570093458,14.1135972461274,1,0,0
"28","McCleskey 01",400,73,77,250,0,400,73,77,250,0,649,37,98,514,0,649,37,98,514,0,1050,1607,"Cobb",1,1049,1049,65.3391412570006,99.9047619047619,65.2769135034225,99.9047619047619,65.2769135034225,38.1315538608198,38.1315538608198,38.0952380952381,24.8911014312383,61.8684461391802,61.8684461391802,61.8095238095238,40.3858120721842,0,1,0
"29","Mount Bethel 01",1010,229,287,494,0,1010,229,287,494,0,1523,174,371,978,0,1523,174,371,978,0,2534,3778,"Cobb",1,2533,2533,67.0725251455797,99.9605367008682,67.0460561143462,99.9605367008682,67.0460561143462,39.8736675878405,39.8736675878405,39.8579321231255,26.7337215457914,60.1263324121595,60.1263324121595,60.1026045777427,40.3123345685548,0,1,0
"30","Mount Bethel 03",813,227,258,328,0,813,227,258,328,0,1031,106,376,549,0,1031,106,376,549,0,1844,2876,"Cobb",1,1844,1844,64.1168289290681,100,64.1168289290681,100,64.1168289290681,44.0889370932755,44.0889370932755,44.0889370932755,28.2684283727399,55.9110629067245,55.9110629067245,55.9110629067245,35.8484005563282,0,1,0
"31","Mount Bethel 04",712,187,214,311,0,712,187,214,311,0,1113,149,328,636,0,1113,149,328,636,0,1826,2765,"Cobb",1,1825,1825,66.0397830018083,99.9452354874042,66.003616636528,99.9452354874042,66.003616636528,39.013698630137,39.013698630137,38.9923329682366,25.750452079566,60.986301369863,60.986301369863,60.9529025191676,40.253164556962,0,1,0
"32","Murdock 01",929,176,195,558,0,929,176,195,558,0,1462,118,290,1054,0,1462,118,290,1054,0,2391,3635,"Cobb",1,2391,2391,65.777166437414,100,65.777166437414,100,65.777166437414,38.8540359682141,38.8540359682141,38.8540359682141,25.5570839064649,61.1459640317859,61.1459640317859,61.1459640317859,40.2200825309491,0,1,0
"33","Nicholson 01",483,68,69,346,0,483,68,69,346,0,719,67,90,562,0,719,67,90,562,0,1203,2211,"Cobb",1,1202,1202,54.4097693351425,99.9168744804655,54.3645409317051,99.9168744804655,54.3645409317051,40.1830282861897,40.1830282861897,40.1496259351621,21.8453188602442,59.8169717138103,59.8169717138103,59.7672485453034,32.5192220714609,0,1,0
"34","Palmer 01",193,19,33,141,0,193,19,33,141,0,411,37,72,302,0,411,37,72,302,0,604,1212,"Cobb",1,604,604,49.8349834983498,100,49.8349834983498,100,49.8349834983498,31.953642384106,31.953642384106,31.953642384106,15.9240924092409,68.046357615894,68.046357615894,68.046357615894,33.9108910891089,0,1,0
"35","Pope 01",733,138,183,412,0,733,138,183,412,0,1070,129,209,732,0,1070,129,209,732,0,1803,2836,"Cobb",1,1803,1803,63.5754583921016,100,63.5754583921016,100,63.5754583921016,40.6544647809207,40.6544647809207,40.6544647809207,25.8462623413258,59.3455352190793,59.3455352190793,59.3455352190793,37.7291960507757,0,1,0
"36","Post Oak 01",715,116,127,472,0,715,116,127,472,0,1393,126,208,1059,0,1393,126,208,1059,0,2108,3334,"Cobb",1,2108,2108,63.2273545290942,100,63.2273545290942,100,63.2273545290942,33.9184060721063,33.9184060721063,33.9184060721063,21.4457108578284,66.0815939278937,66.0815939278937,66.0815939278937,41.7816436712657,0,1,0
"37","Powers Ferry 01",33,7,9,17,0,33,7,9,17,0,28,3,5,20,0,28,3,5,20,0,61,142,"Cobb",1,61,61,42.9577464788732,100,42.9577464788732,100,42.9577464788732,54.0983606557377,54.0983606557377,54.0983606557377,23.2394366197183,45.9016393442623,45.9016393442623,45.9016393442623,19.7183098591549,1,0,0
"38","Rocky Mount 01",722,119,117,486,0,722,119,117,486,0,1118,64,149,905,0,1118,64,149,905,0,1842,3007,"Cobb",1,1840,1840,61.2570668440306,99.8914223669924,61.1905553708015,99.8914223669924,61.1905553708015,39.2391304347826,39.2391304347826,39.1965255157438,24.0106418357167,60.7608695652174,60.7608695652174,60.6948968512486,37.1799135350848,0,1,0
"39","Roswell 01",1373,365,343,665,0,1373,365,343,665,0,2042,231,440,1371,0,2042,231,440,1371,0,3416,5010,"Cobb",1,3415,3415,68.1836327345309,99.9707259953162,68.1636726546906,99.9707259953162,68.1636726546906,40.2049780380674,40.2049780380674,40.1932084309134,27.4051896207585,59.7950219619326,59.7950219619326,59.7775175644028,40.7584830339321,0,1,0
"40","Roswell 02",941,247,200,494,0,941,247,200,494,0,1357,144,285,928,0,1357,144,285,928,0,2298,3402,"Cobb",1,2298,2298,67.5485008818342,100,67.5485008818342,100,67.5485008818342,40.9486510008703,40.9486510008703,40.9486510008703,27.6601998824221,59.0513489991297,59.0513489991297,59.0513489991297,39.8883009994121,0,1,0
"41","Sandy Plains 01",707,150,135,422,0,707,150,135,422,0,838,83,136,619,0,838,83,136,619,0,1545,2593,"Cobb",1,1545,1545,59.5834940223679,100,59.5834940223679,100,59.5834940223679,45.7605177993527,45.7605177993527,45.7605177993527,27.265715387582,54.2394822006473,54.2394822006473,54.2394822006473,32.317778634786,0,1,0
"42","Sewell Mill 01",878,185,236,457,0,878,185,236,457,0,1070,110,282,678,0,1070,110,282,678,0,1949,3054,"Cobb",1,1948,1948,63.8179436804191,99.9486916367368,63.7851997380485,99.9486916367368,63.7851997380485,45.0718685831622,45.0718685831622,45.0487429451001,28.7491814014407,54.9281314168378,54.9281314168378,54.8999486916367,35.0360183366077,0,1,0
"43","Sewell Mill 03",971,172,253,546,0,971,172,253,546,0,973,108,212,653,0,973,108,212,653,0,1946,4129,"Cobb",1,1944,1944,47.1300557035602,99.8972250770812,47.0816178251393,99.8972250770812,47.0816178251393,49.9485596707819,49.9485596707819,49.8972250770812,23.5165899733592,50.0514403292181,50.0514403292181,50,23.5650278517801,0,1,0
"44","Shallowford Falls 01",821,129,216,476,0,821,129,216,476,0,1269,104,252,913,0,1269,104,252,913,0,2090,3080,"Cobb",1,2090,2090,67.8571428571429,100,67.8571428571429,100,67.8571428571429,39.2822966507177,39.2822966507177,39.2822966507177,26.6558441558442,60.7177033492823,60.7177033492823,60.7177033492823,41.2012987012987,0,1,0
"45","Simpson 01",463,78,104,281,0,463,78,104,281,0,634,65,92,477,0,634,65,92,477,0,1097,1772,"Cobb",1,1097,1097,61.9074492099323,100,61.9074492099323,100,61.9074492099323,42.2060164083865,42.2060164083865,42.2060164083865,26.1286681715576,57.7939835916135,57.7939835916135,57.7939835916135,35.7787810383747,0,1,0
"46","Sope Creek 01",527,103,122,302,0,527,103,122,302,0,866,82,196,588,0,866,82,196,588,0,1394,2011,"Cobb",1,1393,1393,69.3187468920935,99.9282639885222,69.2690203878667,99.9282639885222,69.2690203878667,37.8320172290022,37.8320172290022,37.8048780487805,26.2058677274988,62.1679827709978,62.1679827709978,62.1233859397418,43.063152660368,0,1,0
"47","Sope Creek 02",1000,192,254,554,0,1000,192,254,554,0,1305,144,323,838,0,1305,144,323,838,0,2306,4062,"Cobb",1,2305,2305,56.7700640078779,99.9566348655681,56.7454455933038,99.9566348655681,56.7454455933038,43.3839479392625,43.3839479392625,43.3651344319167,24.6184145741014,56.6160520607375,56.6160520607375,56.5915004336513,32.1270310192024,0,1,0
"48","Sope Creek 03",613,117,156,340,0,613,117,156,340,0,1057,87,225,745,0,1057,87,225,745,0,1671,2716,"Cobb",1,1670,1670,61.5243004418262,99.9401555954518,61.4874815905744,99.9401555954518,61.4874815905744,36.7065868263473,36.7065868263473,36.6846199880311,22.5699558173785,63.2934131736527,63.2934131736527,63.2555356074207,38.9175257731959,0,1,0
"49","Timber Ridge 01",658,140,156,362,0,658,140,156,362,0,933,96,186,651,0,933,96,186,651,0,1591,2299,"Cobb",1,1591,1591,69.2040017398869,100,69.2040017398869,100,69.2040017398869,41.3576367064739,41.3576367064739,41.3576367064739,28.6211396259243,58.6423632935261,58.6423632935261,58.6423632935261,40.5828621139626,0,1,0
"50","Willeo 01",672,135,139,398,0,672,135,139,398,0,1096,104,177,815,0,1096,104,177,815,0,1768,2673,"Cobb",1,1768,1768,66.142910587355,100,66.142910587355,100,66.142910587355,38.0090497737557,38.0090497737557,38.0090497737557,25.1402918069585,61.9909502262443,61.9909502262443,61.9909502262443,41.0026187803966,0,1,0
"51","ASHFORD DUNWOODY RD",931,176,372,383,0,931,176,372,383,0,833,54,269,510,0,833,54,269,510,0,1767,2645,"DeKalb",1,1764,1764,66.8052930056711,99.830220713073,66.6918714555766,99.830220713073,66.6918714555766,52.7777777777778,52.7777777777778,52.6881720430108,35.1984877126654,47.2222222222222,47.2222222222222,47.1420486700623,31.4933837429112,1,0,0
"52","ASHFORD PARK ELEM",693,112,251,330,0,693,112,251,330,0,674,42,201,431,0,674,42,201,431,0,1368,2207,"DeKalb",1,1367,1367,61.9845944721341,99.9269005847953,61.939284096058,99.9269005847953,61.939284096058,50.6949524506218,50.6949524506218,50.6578947368421,31.4000906207522,49.3050475493782,49.3050475493782,49.2690058479532,30.5391934753058,1,0,0
"53","ASHFORD PARKSIDE",968,132,354,482,0,968,132,354,482,0,760,57,254,449,0,760,57,254,449,0,1728,3227,"DeKalb",1,1728,1728,53.5481871707468,100,53.5481871707468,100,53.5481871707468,56.0185185185185,56.0185185185185,56.0185185185185,29.9969011465758,43.9814814814815,43.9814814814815,43.9814814814815,23.5512860241711,1,0,0
"54","AUSTIN",707,113,389,205,0,707,113,389,205,0,1033,77,537,419,0,1033,77,537,419,0,1741,2356,"DeKalb",1,1740,1740,73.8964346349745,99.9425617461229,73.8539898132428,99.9425617461229,73.8539898132428,40.632183908046,40.632183908046,40.6088454910971,30.0084889643463,59.367816091954,59.367816091954,59.3337162550258,43.8455008488964,0,1,0
"55","BRIARLAKE ELEM",691,156,279,256,0,691,156,279,256,0,443,45,155,243,0,443,45,155,243,0,1134,1607,"DeKalb",1,1134,1134,70.5662725575607,100,70.5662725575607,100,70.5662725575607,60.9347442680776,60.9347442680776,60.9347442680776,42.9993777224642,39.0652557319224,39.0652557319224,39.0652557319224,27.5668948350965,1,0,0
"56","BRIARWOOD",714,81,423,210,0,714,81,423,210,0,383,16,164,203,0,383,16,164,203,0,1097,2098,"DeKalb",1,1097,1097,52.2878932316492,100,52.2878932316492,100,52.2878932316492,65.0865998176846,65.0865998176846,65.0865998176846,34.0324118207817,34.9134001823154,34.9134001823154,34.9134001823154,18.2554814108675,1,0,0
"57","BROOKHAVEN",933,122,401,410,0,933,122,401,410,0,746,26,212,508,0,746,26,212,508,0,1679,3121,"DeKalb",1,1679,1679,53.7968599807754,100,53.7968599807754,100,53.7968599807754,55.5687909469923,55.5687909469923,55.5687909469923,29.8942646587632,44.4312090530077,44.4312090530077,44.4312090530077,23.9025953220122,1,0,0
"58","CHAMBLEE",520,58,271,191,0,520,58,271,191,0,256,9,101,146,0,256,9,101,146,0,778,1534,"DeKalb",1,776,776,50.7170795306389,99.7429305912596,50.5867014341591,99.7429305912596,50.5867014341591,67.0103092783505,67.0103092783505,66.8380462724936,33.8983050847458,32.9896907216495,32.9896907216495,32.9048843187661,16.6883963494133,1,0,0
"59","CHAMBLEE 2",848,168,351,329,0,848,168,351,329,0,538,43,210,285,0,538,43,210,285,0,1386,2380,"DeKalb",1,1386,1386,58.2352941176471,100,58.2352941176471,100,58.2352941176471,61.1832611832612,61.1832611832612,61.1832611832612,35.6302521008403,38.8167388167388,38.8167388167388,38.8167388167388,22.6050420168067,1,0,0
"60","CHESNUT ELEM",702,116,294,292,0,702,116,294,292,0,344,31,125,188,0,344,31,125,188,0,1047,2069,"DeKalb",1,1046,1046,50.60415659739,99.9044890162369,50.5558240695988,99.9044890162369,50.5558240695988,67.112810707457,67.112810707457,67.0487106017192,33.9294345094248,32.887189292543,32.887189292543,32.8557784145177,16.626389560174,1,0,0
"61","CROSS KEYS HIGH",557,106,208,243,0,557,106,208,243,0,330,28,90,212,0,330,28,90,212,0,887,1938,"DeKalb",1,887,887,45.7688338493292,100,45.7688338493292,100,45.7688338493292,62.7959413754228,62.7959413754228,62.7959413754228,28.7409700722394,37.2040586245772,37.2040586245772,37.2040586245772,17.0278637770898,1,0,0
"62","DORAVILLE NORTH",801,121,252,428,0,801,121,252,428,0,272,27,63,182,0,272,27,63,182,0,1073,2476,"DeKalb",1,1073,1073,43.3360258481422,100,43.3360258481422,100,43.3360258481422,74.6505125815471,74.6505125815471,74.6505125815471,32.3505654281099,25.3494874184529,25.3494874184529,25.3494874184529,10.9854604200323,1,0,0
"63","DORAVILLE SOUTH",392,63,133,196,0,392,63,133,196,0,151,12,43,96,0,151,12,43,96,0,543,1085,"DeKalb",1,543,543,50.0460829493088,100,50.0460829493088,100,50.0460829493088,72.1915285451197,72.1915285451197,72.1915285451197,36.1290322580645,27.8084714548803,27.8084714548803,27.8084714548803,13.9170506912442,1,0,0
"64","DRESDEN ELEM",1466,279,590,597,0,1466,279,590,597,0,529,66,189,274,0,529,66,189,274,0,1997,4230,"DeKalb",1,1995,1995,47.210401891253,99.899849774662,47.1631205673759,99.899849774662,47.1631205673759,73.483709273183,73.483709273183,73.4101151727591,34.6572104018913,26.516290726817,26.516290726817,26.4897346019029,12.5059101654846,1,0,0
"65","DUNWOODY",825,117,416,292,0,825,117,416,292,0,576,49,292,235,0,576,49,292,235,0,1401,2701,"DeKalb",1,1401,1401,51.8696778970752,100,51.8696778970752,100,51.8696778970752,58.8865096359743,58.8865096359743,58.8865096359743,30.54424287301,41.1134903640257,41.1134903640257,41.1134903640257,21.3254350240652,1,0,0
"66","DUNWOODY HIGH",597,134,318,145,0,597,134,318,145,0,747,89,363,295,0,747,89,363,295,0,1344,1876,"DeKalb",1,1344,1344,71.6417910447761,100,71.6417910447761,100,71.6417910447761,44.4196428571429,44.4196428571429,44.4196428571429,31.8230277185501,55.5803571428571,55.5803571428571,55.5803571428571,39.818763326226,0,1,0
"67","DUNWOODY LIBRARY",678,137,393,148,0,678,137,393,148,0,1029,95,559,375,0,1029,95,559,375,0,1707,2312,"DeKalb",1,1707,1707,73.8321799307958,100,73.8321799307958,100,73.8321799307958,39.7188049209139,39.7188049209139,39.7188049209139,29.3252595155709,60.2811950790861,60.2811950790861,60.2811950790861,44.5069204152249,0,1,0
"68","EMBRY HILLS",693,103,285,305,0,693,103,285,305,0,456,44,168,244,0,456,44,168,244,0,1150,1805,"DeKalb",1,1149,1149,63.7119113573407,99.9130434782609,63.6565096952909,99.9130434782609,63.6565096952909,60.3133159268929,60.3133159268929,60.2608695652174,38.393351800554,39.6866840731071,39.6866840731071,39.6521739130435,25.2631578947368,1,0,0
"69","EVANSDALE ELEM",958,133,428,397,0,958,133,428,397,0,483,34,211,238,0,483,34,211,238,0,1442,2546,"DeKalb",1,1441,1441,56.6378633150039,99.9306518723995,56.598586017282,99.9306518723995,56.598586017282,66.4816099930604,66.4816099930604,66.4355062413315,37.6276512175962,33.5183900069396,33.5183900069396,33.495145631068,18.9709347996858,1,0,0
"70","GEORGETOWN SQUARE",883,110,414,359,0,883,110,414,359,0,649,40,268,341,0,649,40,268,341,0,1534,3413,"DeKalb",1,1532,1532,44.9457954878406,99.8696219035202,44.8871960152359,99.8696219035202,44.8871960152359,57.6370757180157,57.6370757180157,57.5619295958279,25.8716671549956,42.3629242819843,42.3629242819843,42.3076923076923,19.0155288602403,1,0,0
"71","HAWTHORNE ELEM",1200,195,586,419,0,1200,195,586,419,0,482,99,241,142,0,482,99,241,142,0,1682,3422,"DeKalb",1,1682,1682,49.1525423728814,100,49.1525423728814,100,49.1525423728814,71.3436385255648,71.3436385255648,71.3436385255648,35.0672121566335,28.6563614744352,28.6563614744352,28.6563614744352,14.0853302162478,1,0,0
"72","HENDERSON MILL ELEM",1068,165,530,373,0,1068,165,530,373,0,575,51,281,243,0,575,51,281,243,0,1644,2790,"DeKalb",1,1643,1643,58.9247311827957,99.9391727493917,58.8888888888889,99.9391727493917,58.8888888888889,65.0030432136336,65.0030432136336,64.963503649635,38.2795698924731,34.9969567863664,34.9969567863664,34.9756690997567,20.6093189964158,1,0,0
"73","HUNTLEY HILLS ELEM",964,131,381,452,0,964,131,381,452,0,394,24,164,206,0,394,24,164,206,0,1358,2827,"DeKalb",1,1358,1358,48.0367881146091,100,48.0367881146091,100,48.0367881146091,70.9867452135493,70.9867452135493,70.9867452135493,34.0997523876901,29.0132547864507,29.0132547864507,29.0132547864507,13.937035726919,1,0,0
"74","KINGSLEY ELEM",643,126,314,203,0,643,126,314,203,0,996,88,464,444,0,996,88,464,444,0,1639,2292,"DeKalb",1,1639,1639,71.5095986038394,100,71.5095986038394,100,71.5095986038394,39.2312385600976,39.2312385600976,39.2312385600976,28.0541012216405,60.7687614399024,60.7687614399024,60.7687614399024,43.455497382199,0,1,0
"75","KITTREDGE ELEM",725,161,323,241,0,725,161,323,241,0,648,86,272,290,0,648,86,272,290,0,1374,1961,"DeKalb",1,1373,1373,70.0662927078021,99.9272197962154,70.0152983171851,99.9272197962154,70.0152983171851,52.8040786598689,52.8040786598689,52.7656477438137,36.9709331973483,47.1959213401311,47.1959213401311,47.1615720524017,33.0443651198368,1,0,0
"76","LAKESIDE HIGH",1242,252,522,468,0,1242,252,522,468,0,769,85,315,369,0,769,85,315,369,0,2011,2901,"DeKalb",1,2011,2011,69.3209238193726,100,69.3209238193726,100,69.3209238193726,61.760318249627,61.760318249627,61.760318249627,42.8128231644261,38.239681750373,38.239681750373,38.239681750373,26.5081006549466,1,0,0
"77","LIVSEY ELEM",554,63,330,161,0,554,63,330,161,0,411,24,209,178,0,411,24,209,178,0,966,1334,"DeKalb",1,965,965,72.4137931034483,99.8964803312629,72.3388305847077,99.8964803312629,72.3388305847077,57.4093264248705,57.4093264248705,57.3498964803313,41.5292353823088,42.5906735751295,42.5906735751295,42.5465838509317,30.8095952023988,1,0,0
"78","MIDVALE ELEM",680,103,427,150,0,680,103,427,150,0,649,40,360,249,0,649,40,360,249,0,1330,1906,"DeKalb",1,1329,1329,69.7796432318993,99.9248120300752,69.7271773347324,99.9248120300752,69.7271773347324,51.1662904439428,51.1662904439428,51.1278195488722,35.6768100734523,48.8337095560572,48.8337095560572,48.796992481203,34.0503672612802,1,0,0
"79","MIDVALE ROAD",991,117,472,402,0,991,117,472,402,0,524,22,224,278,0,524,22,224,278,0,1515,2617,"DeKalb",1,1515,1515,57.8907145586549,100,57.8907145586549,100,57.8907145586549,65.4125412541254,65.4125412541254,65.4125412541254,37.8677875429882,34.5874587458746,34.5874587458746,34.5874587458746,20.0229270156668,1,0,0
"80","MONTGOMERY ELEM",751,152,289,310,0,751,152,289,310,0,669,57,253,359,0,669,57,253,359,0,1421,2182,"DeKalb",1,1420,1420,65.1237396883593,99.9296270232231,65.0779101741522,99.9296270232231,65.0779101741522,52.887323943662,52.887323943662,52.8501055594652,34.4179651695692,47.112676056338,47.112676056338,47.0795214637579,30.659945004583,1,0,0
"81","MT. VERNON EAST",671,123,342,206,0,671,123,342,206,0,1024,70,525,429,0,1024,70,525,429,0,1697,2397,"DeKalb",1,1695,1695,70.7968293700459,99.8821449616971,70.7133917396746,99.8821449616971,70.7133917396746,39.5870206489676,39.5870206489676,39.5403653506187,27.9933249895703,60.4129793510324,60.4129793510324,60.3417796110784,42.7200667501043,0,1,0
"82","MT. VERNON WEST",698,150,364,184,0,698,150,364,184,0,729,60,360,309,0,729,60,360,309,0,1428,2054,"DeKalb",1,1427,1427,69.52288218111,99.9299719887955,69.4741966893866,99.9299719887955,69.4741966893866,48.9138051857043,48.9138051857043,48.8795518207283,33.9824732229796,51.0861948142957,51.0861948142957,51.0504201680672,35.491723466407,0,1,0
"83","NORTH PEACHTREE",516,67,198,251,0,516,67,198,251,0,270,16,91,163,0,270,16,91,163,0,788,1625,"DeKalb",1,786,786,48.4923076923077,99.746192893401,48.3692307692308,99.746192893401,48.3692307692308,65.6488549618321,65.6488549618321,65.4822335025381,31.7538461538462,34.3511450381679,34.3511450381679,34.2639593908629,16.6153846153846,1,0,0
"84","OAKCLIFF ELEM",577,120,170,287,0,577,120,170,287,0,150,16,48,86,0,150,16,48,86,0,730,1677,"DeKalb",1,727,727,43.5301132975552,99.5890410958904,43.3512224209899,99.5890410958904,43.3512224209899,79.3672627235213,79.3672627235213,79.041095890411,34.4066785927251,20.6327372764787,20.6327372764787,20.5479452054795,8.94454382826476,1,0,0
"85","PEACHTREE MIDDLE",979,133,407,439,0,979,133,407,439,0,454,34,211,209,0,454,34,211,209,0,1433,3020,"DeKalb",1,1433,1433,47.4503311258278,100,47.4503311258278,100,47.4503311258278,68.3182135380321,68.3182135380321,68.3182135380321,32.4172185430464,31.6817864619679,31.6817864619679,31.6817864619679,15.0331125827815,1,0,0
